,Unnamed: 0,Assessment Number,Category of Ownership,Annual Rental Value,Effective Date,Property Type,Extent of Site (Sq.Yds),Zone,Ward,Election Ward,Lift,Toilets,Water Tap,Electricity,Attached Bathroom,Water Harvesting,cable connection
972,8421,1086319360,Private,424,01/04/2021,Residential,113.15,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
973,8422,1086319363,Private,467,01/04/2021,Residential,60.5,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
974,8423,1086319364,Private,718,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
975,8424,1086319365,Private,718,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
976,8425,1086319367,Private,446,17/04/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
977,8426,1086319381,Private,82,18/04/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
978,8427,1086319382,Private,85,18/04/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
979,8428,1086319384,Private,234,18/04/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
980,8429,1086319387,Private,"1,404",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
981,8430,1086319465,Private,718,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
982,8431,1086319476,Private,428,31/05/2011,Residential,31.5,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
983,8432,1086319484,Private,405,01/04/2021,Residential,43.88,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
984,8433,1086319555,Private,853,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
985,8434,1086319522,Private,612,01/04/2021,Residential,115.05,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
986,8435,1086319567,Private,855,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
987,8436,1086319545,Private,364,01/04/2021,Residential,166.78,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
988,8437,1086319547,Private,269,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
989,8438,1086319549,Private,507,24/07/2011,Residential,136.8,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
990,8439,1086319554,Private,634,24/07/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
991,8440,1086319556,Private,853,01/04/2021,Residential,374.96,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
992,8441,1086319557,Private,301,01/04/2021,Residential,35.53,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
993,8442,1086319558,Private,396,01/04/2021,Residential,39.01,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
994,8443,1086319568,Private,855,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
995,8444,1086319570,Private,395,01/04/2021,Residential,62.1,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
996,8445,1086319612,Private,669,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
997,8446,1086319611,Private,669,24/08/2011,Residential,614.15,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
998,8447,1086319622,Private,429,01/04/2021,Residential,97.01,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
999,8448,1086319639,Private,634,30/08/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1000,8449,1086319722,Private,158,01/04/2021,Residential,229.5,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1001,8450,1086319642,Private,634,01/04/2021,Residential,131.95,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1002,8451,1086320124,Private,517,03/01/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1003,8452,1086320457,Private,594,23/04/2014,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1004,8453,1086320209,Private,348,24/02/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1005,8454,1086319670,Private,406,28/09/2011,Residential,51.51,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1006,8455,1086319674,Private,746,28/09/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1007,8456,1086319713,Private,523,31/10/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1008,8457,1086320350,Private,"3,832",28/05/2013,Mixed,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1009,8458,1086319721,Private,368,15/11/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1010,8459,1086319735,Private,601,01/04/2021,Residential,347.4,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1011,8460,1086319740,Private,463,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1012,8461,1086319750,Private,429,01/04/2021,Residential,141.18,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1013,8462,1086319759,Private,238,17/12/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1014,8463,1086319788,Private,285,01/04/2021,Residential,319.24,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1015,8464,1086319797,Private,141,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1016,8465,1086319798,Private,158,26/12/2011,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1017,8466,1086319809,Private,158,03/01/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1018,8467,1086319812,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1019,8468,1086319826,Private,450,03/01/2012,Residential,267.84,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1020,8469,1086319836,Private,141,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1021,8470,1086319838,Private,429,01/04/2021,Residential,126.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1022,8471,1086319846,Private,132,07/01/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1023,8472,1086319918,Private,395,08/03/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1024,8473,1086319854,Private,528,01/04/2021,Residential,87.67,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1025,8474,1086319904,Private,425,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1026,8475,1086319881,Private,158,01/04/2021,Residential,74.17,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1027,8476,1086319864,Private,429,27/01/2012,Residential,126.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1028,8477,1086319874,Private,486,08/02/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1029,8478,1086319891,Private,158,18/02/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1030,8479,1086319892,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1031,8480,1086319894,Private,675,01/04/2021,Residential,489.1,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1032,8481,1086319899,Private,396,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1033,8482,1086319900,Private,523,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1034,8483,1086320494,Private,"1,188",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1035,8484,1086319938,Private,360,01/04/2021,Residential,162.5,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1036,8485,1086319940,Private,412,27/03/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1037,8486,1086319950,Private,594,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1038,8487,1086320010,Private,499,01/04/2021,Residential,81.9,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1039,8488,1086320040,Private,594,22/05/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1040,8489,1086320318,Private,348,01/04/2021,Residential,68.2,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1041,8490,1086320043,Private,471,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1042,8491,1086320055,Private,697,24/05/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1043,8492,1086320060,Private,697,13/06/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1044,8493,1086320065,Private,463,13/06/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1045,8494,1086320069,Private,395,13/06/2012,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1046,8495,1086320108,Private,565,01/04/2021,Residential,192.65,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1047,8496,1086320116,Private,495,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1048,8497,1086320133,Private,660,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1049,8498,1086320135,Private,660,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1050,8499,1086320187,Private,582,19/02/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1051,8500,1086320159,Private,610,04/01/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1052,8501,1086320160,Private,429,04/01/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1053,8502,1086320178,Private,697,01/04/2021,Residential,104.5,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1054,8503,1086320191,Private,660,01/04/2021,Residential,49.7,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1055,8504,1086320201,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1056,8505,1086320232,Private,792,17/03/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1057,8506,1086320233,Private,554,01/04/2021,Residential,87.1,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1058,8507,1086320234,Private,721,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1059,8508,1086320240,Private,528,17/03/2013,Residential,54.01,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1060,8509,1086320241,Private,594,20/03/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1061,8510,1086320242,Private,475,20/03/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1062,8511,1086320258,Private,422,23/04/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1063,8512,1086320269,Private,"1,815",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1064,8513,1086320272,Private,"12,197",24/04/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1065,8514,1086320274,Private,610,24/04/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1066,8515,1086320338,Private,480,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1067,8516,1086320299,Private,610,29/04/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1068,8517,1086320319,Private,686,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1069,8518,1086320303,Private,842,30/04/2013,Residential,144.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1070,8519,1086320331,Private,502,01/04/2021,Residential,65.7,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1071,8520,1086320332,Private,824,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1072,8521,1086320340,Private,422,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1073,8522,1086320341,Private,528,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1074,8523,1086320381,Private,446,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1075,8524,1086320390,Private,422,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1076,8525,1086320399,Private,459,23/09/2013,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1077,8526,1086320401,Private,950,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1078,8527,1086320446,Private,535,01/04/2021,Residential,97.76,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1079,8528,1086320458,Private,924,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1080,8529,1086320470,Private,660,23/04/2014,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1081,8530,1086320479,Private,471,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1082,8531,1086320490,Private,594,01/04/2021,Residential,88.5,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1083,8532,1086320497,Private,660,01/04/2021,Residential,133.11,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1084,8533,1086320529,Private,429,02/01/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1085,8534,1086320549,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1086,8535,1086320569,Private,459,05/02/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1087,8536,1086320559,Private,407,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1088,8537,1086320585,Private,607,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1089,8538,1086320623,Private,850,17/03/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1090,8539,1086320632,Private,594,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1091,8540,1086320647,Private,581,01/04/2021,Residential,159.05,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1092,8541,1086320712,Private,528,01/04/2021,Residential,100.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1093,8542,1086320714,Private,594,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1094,8543,1086320756,Private,871,19/08/2015,Residential,265.05,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1095,8544,1086320791,Private,528,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1096,8545,1086320797,Private,528,11/09/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1097,8546,1086320798,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1098,8547,1086320812,Private,502,01/10/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1099,8548,1086320836,Private,396,17/10/2015,Residential,97.18,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1100,8549,1086320839,Private,502,01/04/2021,Residential,57.96,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1101,8550,1086320855,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1102,8551,1086320864,Private,"1,056",03/11/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1103,8552,1086320865,Private,528,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1104,8553,1086320877,Private,697,21/11/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1105,8554,1086320878,Private,697,21/11/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1106,8555,1086320882,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1107,8556,1086320888,Private,475,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1108,8557,1086320889,Private,475,21/11/2015,Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1109,8558,1086320891,Private,"17,865",01/04/2021,Non Residential,0.0,Zone17c,Revenue Ward 55,Election Ward 55,No,0,1,1,0,0,0
1110,8565,1086321114,Private,807,27/06/2006,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1111,8566,1086246414,Private,"7,709",01/04/2021,Residential,0.0,Zone12,Revenue Ward 56,Election Ward 40,No,0,1,1,0,0,0
1112,8567,1086321004,Private,705,26/06/2006,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1113,8568,1086321005,Private,705,26/06/2006,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1114,8569,1086321007,Private,705,26/06/2006,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1115,8570,1086321017,Private,"2,196",26/06/2006,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1116,8571,1086321018,Private,705,26/06/2006,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1117,8572,1086321113,Private,"10,728",01/04/2021,Residential,259.2,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1118,8573,1086321121,Private,638,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1119,8574,1086321163,Private,638,27/06/2006,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1120,8576,1086321179,Private,"1,749",27/06/2006,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1121,8577,1086321342,Private,"1,599",03/07/2006,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1122,8578,1086321343,Private,"2,218",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1123,8579,1086321344,Private,"4,177",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1124,8580,1086321396,Private,"5,184",01/04/2021,Residential,189.1,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1125,8581,1086321420,Private,"1,273",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1126,8582,1086321446,Private,"3,629",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1127,8583,1086321764,Private,"1,028",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1128,8585,1086321602,Private,"1,345",01/04/2021,Residential,84.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1129,8586,1086321734,Private,"1,432",01/04/2021,Residential,91.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1130,8587,1086321738,Private,857,01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1131,8588,1086321847,Private,907,10/07/2006,Residential,72.25,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1132,8589,1086321749,Private,638,07/07/2006,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1133,8590,1086321753,Private,"4,687",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1134,8591,1086321755,Private,"1,057",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1135,8592,1086321763,Private,"1,391",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1136,8593,1086321774,Private,"2,787",01/04/2021,Residential,158.4,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1137,8594,1086321861,Private,"1,584",01/04/2021,Residential,113.75,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1138,8595,1086321871,Private,638,10/07/2006,Residential,146.7,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1139,8598,1086322037,Private,"2,593",24/07/2006,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1140,8600,1086322166,Private,"2,773",01/04/2021,Residential,73.08,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1141,8601,1086322249,Private,"3,000",01/04/2021,Residential,811.8,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1142,8602,1086322259,Private,833,01/04/2021,Residential,95.46,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1143,8603,1086322354,Private,"1,316",01/04/2021,Residential,91.3,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1144,8604,1086322414,Private,"2,095",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1145,8605,1086322474,Private,"2,883",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1146,8606,1086322459,Private,"2,490",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1147,8607,1086322577,Private,638,01/04/2021,Residential,95.76,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1148,8608,1086322857,Private,"1,490",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1149,8610,1086323503,Private,"2,903",21/08/2006,Residential,80.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1150,8611,1086323525,Private,"2,918",01/04/2021,Residential,188.76,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1151,8612,1086323573,Private,870,23/08/2006,Residential,85.46,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1152,8614,1086323717,Private,"1,663",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1153,8615,1086323754,Private,"1,769",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1154,8616,1086323811,Private,638,29/01/2007,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1155,8617,1086323843,Private,"1,323",01/04/2021,Residential,171.6,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1156,8618,1086323853,Private,"6,055",29/01/2007,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1157,8619,1086323920,Private,"1,477",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1158,8620,1086323953,Private,"7,728",01/04/2021,Residential,114.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1159,8621,1086324202,Private,"1,769",01/04/2021,Residential,0.0,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1160,8622,1086324209,Private,"15,134",28/11/2011,Mixed,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1161,8623,1086324486,Private,672,25/07/2008,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1162,8624,1086324639,Private,"5,855",01/04/2021,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1163,8625,1086324819,Private,"5,855",16/10/2008,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1164,8626,1086324835,Private,"1,220",01/04/2021,Residential,79.31,Zone17c,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1165,8627,1086325581,Private,"7,556",01/04/2021,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1166,8628,1086325605,Private,"7,556",01/04/2021,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1167,8629,1086325611,Private,"6,044",01/04/2021,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1168,8630,1086325682,Private,"7,594",24/05/2013,Residential,0.0,Zone17a,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1169,8631,1086325808,Private,"1,848",09/11/2016,Residential,511.5,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
1170,8632,1086325845,Private,"2,386",01/04/2021,Residential,0.0,Zone17b,Revenue Ward 56,Election Ward 56,No,0,1,1,0,0,0
